sample_id,source_sheet,source_row_excel,membrane_name_raw,smiles_single,smiles_triple,occupied_volume_1,occupied_volume_2,ffv,aging_days,thickness_um,p_he_barrer,p_h2_barrer,p_n2_barrer,p_o2_barrer,p_ch4_barrer,p_co2_barrer,sel_h2_n2,sel_h2_ch4,sel_o2_n2,sel_co2_n2,sel_co2_ch4,refs_perm,refs_ffv,backbone_family,contortion_unit_family,modification_family,log10_p_co2_barrer,log10_p_ch4_barrer,log10_p_n2_barrer,log10_ffv,sel_co2_ch4_from_perm,sel_co2_n2_from_perm,log10_sel_co2_ch4,log10_sel_co2_n2,log10_sel_co2_ch4_from_perm,log10_sel_co2_n2_from_perm,sel_co2_ch4_rel_error,sel_co2_n2_rel_error,has_smiles,has_ffv,has_aging,has_thickness,has_co2_perm,has_ch4_perm,has_n2_perm,has_co2_ch4_sel,has_co2_n2_sel,eligible_ffv_pilot,eligible_co2_main,eligible_co2_ch4_pair,eligible_co2_n2_pair
S039,Sheet1,41,PIM-HMI-Trip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc2c(c1)C(C(C2(C)C)(C)C)(C)C)cc(c(c3)O*)O*)C,,,,,120.0,135.0,4240.0,11800.0,1440.0,5180.0,2150.0,26900.0,8.19,,3.6,18.7,12.5,https://doi.org/10.1016/j.coche.2021.100755,,,,,4.429752280002408,3.3324384599156054,3.1583624920952498,,12.511627906976743,18.680555555555557,1.0969100130080565,1.271841606536499,1.0973138200868027,1.2713897879071583,0.0009302325581394654,0.0010398098633391526,True,False,True,True,True,True,True,True,True,False,True,True,True
S040,Sheet1,42,PIM-HMI-Trip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc2c(c1)C(C(C2(C)C)(C)C)(C)C)cc(c(c3)O*)O*)C,,,,,253.0,135.0,3960.0,10700.0,972.0,3930.0,1220.0,18900.0,11.0,,4.04,19.5,15.6,https://doi.org/10.1016/j.coche.2021.100755,,,,,4.276461804173244,3.0863598306747484,2.9876662649262746,,15.491803278688524,19.444444444444443,1.1931245983544616,1.290034611362518,1.190101973498496,1.2887955392469694,0.006935687263556144,0.00284900284900293,True,False,True,True,True,True,True,True,True,False,True,True,True
S041,Sheet1,43,PIM-HMI-Trip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc2c(c1)C(C(C2(C)C)(C)C)(C)C)cc(c(c3)O*)O*)C,,,,,358.0,135.0,4245.0,11141.0,907.0,3760.0,1083.0,17404.0,12.3,,4.15,19.2,16.1,https://doi.org/10.1016/j.coche.2021.100755,,,,,4.24064907462068,3.0346284566253203,2.957607287060095,,16.07017543859649,19.18853362734289,1.2068258760318498,1.2833012287035497,1.206020617995359,1.2830417875605842,0.0018524572300317856,0.0005972069092245273,True,False,True,True,True,True,True,True,True,False,True,True,True
S042,Sheet1,44,PIM-HMI-Trip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc2c(c1)C(C(C2(C)C)(C)C)(C)C)cc(c(c3)O*)O*)C,,,,,426.0,135.0,4150.0,11000.0,804.0,3580.0,967.0,16400.0,13.7,,4.45,20.4,16.9,https://doi.org/10.1016/j.coche.2021.100755,,,,,4.214843848047698,2.9854264740830017,2.905256048748451,,16.959669079627716,20.398009950248756,1.2278867046136734,1.3096301674258988,1.2294173739646963,1.3095877992992466,0.0035307147708708454,9.755145839423507e-05,True,False,True,True,True,True,True,True,True,False,True,True,True
S043,Sheet1,45,PIM-TFM-Btrip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc(cc1)C(*)(*)*)cc(c(c3)O*)O*)C,,,,,0.0,176.0,5150.0,13600.0,1830.0,6210.0,2280.0,33700.0,7.43,,3.39,18.4,14.8,https://doi.org/10.1016/j.coche.2021.100755,,,,,4.5276299008713385,3.357934847000454,3.2624510897304293,,14.780701754385966,18.415300546448087,1.1702617153949575,1.2648178230095364,1.1696950538708848,1.2651788111409092,0.0013039355144618193,0.0008315514373961101,True,False,True,True,True,True,True,True,True,False,True,True,True
S044,Sheet1,46,PIM-TFM-Btrip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc(cc1)C(*)(*)*)cc(c(c3)O*)O*)C,,,,,123.0,176.0,4120.0,10700.0,1090.0,4230.0,1250.0,22100.0,9.82,,3.88,20.3,17.7,https://doi.org/10.1016/j.coche.2021.100755,,,,,4.344392273685111,3.0969100130080562,3.037426497940624,,17.68,20.275229357798164,1.2479732663618066,1.307496037913213,1.2474822606770544,1.306965775744487,0.0011299435028248347,0.0012202286798934374,True,False,True,True,True,True,True,True,True,False,True,True,True
S045,Sheet1,47,PIM-TFM-Btrip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc(cc1)C(*)(*)*)cc(c(c3)O*)O*)C,,,,,255.0,176.0,4050.0,9870.0,875.0,3640.0,953.0,18400.0,11.3,,4.15,21.0,19.3,https://doi.org/10.1016/j.coche.2021.100755,,,,,4.264817823009537,2.979092900638326,2.942008053022313,,19.307450157397692,21.02857142857143,1.2855573090077739,1.3222192947339193,1.2857249223712102,1.3228097699872232,0.0003860185180151153,0.00136054421768707,True,False,True,True,True,True,True,True,True,False,True,True,True
S046,Sheet1,48,PIM-TFM-Btrip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc(cc1)C(*)(*)*)cc(c(c3)O*)O*)C,,,,,367.0,176.0,4170.0,10100.0,791.0,3450.0,873.0,17000.0,12.7,,4.36,21.5,19.5,https://doi.org/10.1016/j.coche.2021.100755,,,,,4.230448921378274,2.9410142437055695,2.8981764834976764,,19.47308132875143,21.491782553729458,1.290034611362518,1.3324384599156054,1.2894346776727041,1.3322724378805975,0.0013804446794138377,0.0003822068032810437,True,False,True,True,True,True,True,True,True,False,True,True,True
S047,Sheet1,49,PIM-TFM-Btrip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc(cc1)C(*)(*)*)cc(c(c3)O*)O*)C,,,,,496.0,176.0,3920.0,9760.0,722.0,3260.0,792.0,15600.0,13.5,,4.51,21.6,19.7,https://doi.org/10.1016/j.coche.2021.100755,,,,,4.193124598354461,2.8987251815894934,2.858537197569639,,19.696969696969695,21.606648199445985,1.294466226161593,1.334453751150931,1.2943994167649682,1.3345874007848224,0.00015382248884791,0.00030778701138812467,True,False,True,True,True,True,True,True,True,False,True,True,True
S048,Sheet1,50,PIM-TMN-Trip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc2c(c1)C(CCC2(C)C)(C)C)cc(c(c3)O*)O*)C,,,,,0.0,166.0,6490.0,18800.0,3540.0,10400.0,7250.0,52800.0,5.31,,2.94,14.9,7.28,https://doi.org/10.1016/j.coche.2021.100755,,,,,4.722633922533812,3.8603380065709936,3.5490032620257876,,7.2827586206896555,14.915254237288135,0.8621313793130372,1.173186268412274,0.8622959159628186,1.1736306605080244,0.000378931413414185,0.0010237743146399043,True,False,True,True,True,True,True,True,True,False,True,True,True
S049,Sheet1,51,PIM-TMN-Trip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc2c(c1)C(CCC2(C)C)(C)C)cc(c(c3)O*)O*)C,,,,,120.0,166.0,5600.0,15300.0,1970.0,6620.0,3130.0,33300.0,7.77,,3.36,16.9,10.6,,,,,,4.52244423350632,3.4955443375464483,3.294466226161593,,10.638977635782748,16.903553299492387,1.0253058652647702,1.2278867046136734,1.0268998959598714,1.227978007344727,0.0036771354512026666,0.0002102544078336309,True,False,True,True,True,True,True,True,True,False,True,True,True
S050,Sheet1,52,PIM-TMN-Trip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc2c(c1)C(CCC2(C)C)(C)C)cc(c(c3)O*)O*)C,,,,,253.0,166.0,5190.0,14100.0,1470.0,5440.0,2030.0,25900.0,9.59,,3.71,17.6,12.8,,,,,,4.413299764081252,3.307496037913213,3.167317334748176,,12.758620689655173,17.61904761904762,1.1072099696478683,1.24551266781415,1.105803726168039,1.2459824293330757,0.0032327586206896963,0.0010822510822510783,True,False,True,True,True,True,True,True,True,False,True,True,True
S051,Sheet1,53,PIM-TMN-Trip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc2c(c1)C(CCC2(C)C)(C)C)cc(c(c3)O*)O*)C,,,,,358.0,166.0,5290.0,14118.0,1289.0,5082.0,1751.0,23648.0,11.0,,3.94,18.4,13.5,,,,,,4.373794416714731,3.243286146083446,3.110252917353403,,13.505425471159338,18.34600465477114,1.130333768495006,1.2648178230095364,1.1305082706312857,1.2635414993613288,0.00040188675254355574,0.0029345296320032227,True,False,True,True,True,True,True,True,True,False,True,True,True
S052,Sheet1,54,PIM-TMN-Trip,c12c(cc3c(c1)Oc1c(O3)c(c(c(c1C#N)*)*)C#N)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cc2c(c1)C(CCC2(C)C)(C)C)cc(c(c3)O*)O*)C,,,,,426.0,166.0,5420.0,14100.0,1100.0,4620.0,1440.0,20400.0,12.8,,4.2,18.5,14.2,,,,,,4.309630167425898,3.1583624920952498,3.041392685158225,,14.166666666666666,18.545454545454547,1.1522883443830565,1.2671717284030137,1.151267675330649,1.2682374822676739,0.0023474178403755787,0.0024570024570025268,True,False,True,True,True,True,True,True,True,False,True,True,True
S053,Sheet1,55,PIM-EA-TB,c1(cc2c(cc1*)[C@@]1(c3c([C@]2(CC1)C)cc1c(c3)N(CN(C1)*)C*)C)*,,,,,1.0,,,7760.0,525.0,2150.0,699.0,7140.0,14.8,11.1,4.1,13.6,10.2,,,,,,3.8536982117761744,2.8444771757456815,2.720159303405957,,10.214592274678111,13.6,1.0086001717619175,1.1335389083702174,1.009221036030493,1.1335389083702174,0.00143061516452076,0.0,True,False,True,False,True,True,True,True,True,False,True,True,True
S054,Sheet1,56,PIM-EA-TB,c1(cc2c(cc1*)[C@@]1(c3c([C@]2(CC1)C)cc1c(c3)N(CN(C1)*)C*)C)*,,,,,2.0,,,6155.0,370.0,1590.0,370.0,4780.0,16.6,12.3,4.3,12.9,9.5,,,,,,3.6794278966121188,2.568201724066995,2.568201724066995,,12.91891891891892,12.91891891891892,0.9777236052888477,1.110589710299249,1.1112261725451238,1.1112261725451238,0.3598862019914652,0.0014665828619317013,True,False,True,False,True,True,True,True,True,False,True,True,True
S055,Sheet1,57,PIM-EA-TB,c1(cc2c(cc1*)[C@@]1(c3c([C@]2(CC1)C)cc1c(c3)N(CN(C1)*)C*)C)*,,,,,470.0,132.0,,8114.0,580.0,2294.0,774.0,7696.0,23.6,20.3,5.0,14.1,12.1,,,,,,3.8862650590297565,2.8887409606828927,2.7634279935629373,,9.943152454780362,13.26896551724138,1.08278537031645,1.14921911265538,0.997524098346864,1.1228370654668194,0.17825186324129236,0.05893861579848366,True,False,True,True,True,True,True,True,True,False,True,True,True
S056,Sheet1,58,PIM-BTrip-TB,c12c(cc3c(c1)N(*)CN3*)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cccc1)cc(c(c3)*)*)C,,,,,1.0,,,9976.0,926.0,3292.0,1440.0,13205.0,10.8,6.9,3.6,14.3,9.2,,,,,,4.120738405542943,3.1583624920952498,2.966610986681934,,9.17013888888889,14.260259179265658,0.9637878273455552,1.1553360374650619,0.9623759134476932,1.1541274188610084,0.0032457729468597834,0.0027790783730309663,True,False,True,False,True,True,True,True,True,False,True,True,True
S057,Sheet1,59,PIM-BTrip-TB,c12c(cc3c(c1)N(*)CN3*)[C@]1(c3c([C@]2(C)c2c1cc1c(c2)cccc1)cc(c(c3)*)*)C,,,,,166.0,,,4280.0,216.0,1160.0,283.0,4147.0,19.8,15.1,5.4,19.2,14.7,,,,,,3.617734035364018,2.45178643552429,2.3344537511509307,,14.653710247349823,19.199074074074073,1.167317334748176,1.2833012287035497,1.1659475998397277,1.283280284213087,0.00314896276531814,4.822530864201369e-05,True,False,True,False,True,True,True,True,True,False,True,True,True
S058,Sheet1,60,PIM-Trip-TB,c12c(cc3c(c1)N(*)CN3*)[C@]1(c3c([C@]2(C)c2c1cccc2)cc(c(c3)*)*)C,,,,0.261,1.0,,,8039.0,629.0,2718.0,905.0,9709.0,12.8,8.9,4.3,15.4,10.7,,,,,,3.9871745010875417,2.9566485792052033,2.798650645445269,-0.583359492661719,10.72817679558011,15.435612082670906,1.0293837776852097,1.187520720836463,1.0305259218823384,1.1885238556422728,0.0026333453813187327,0.0023124729007081304,True,True,True,False,True,True,True,True,True,True,True,True,True
S059,Sheet1,61,PIM-Trip-TB,c12c(cc3c(c1)N(*)CN3*)[C@]1(c3c([C@]2(C)c2c1cccc2)cc(c(c3)*)*)C,,,,0.261,100.0,,,4740.0,189.0,1073.0,218.0,3951.0,25.1,21.7,5.7,20.9,18.1,,,,,,3.596707029681446,2.3384564936046046,2.2764618041732443,-0.583359492661719,18.123853211009173,20.904761904761905,1.2576785748691846,1.320146286111054,1.2582505360768415,1.320245225508202,0.0013178569618326969,0.0002278423331055752,True,True,True,False,True,True,True,True,True,True,True,True,True
S060,Sheet1,62,TB-Ad-Me,c1(cc(cc(c1*)*)[C@@]1(c2cc(c3c(c2)CN(CN3C*)*)C)[C@H]2C[C@@H]3C[C@H](C2)CC[C@H]1C3)C,,,,,1.0,,,1800.0,121.0,437.0,162.0,1820.0,14.6,11.1,3.6,15.0,11.2,,,,,,3.2600713879850747,2.2095150145426308,2.0827853703164503,,11.234567901234568,15.041322314049587,1.0492180226701815,1.1760912590556813,1.050556373442444,1.1772860176686246,0.003086419753086497,0.0027548209366391537,True,False,True,False,True,True,True,True,True,False,True,True,True
S061,Sheet1,63,TB-Ad-Me,c1(cc(cc(c1*)*)[C@@]1(c2cc(c3c(c2)CN(CN3C*)*)C)[C@H]2C[C@@H]3C[C@H](C2)CC[C@H]1C3)C,,,,,180.0,,,745.0,33.0,154.0,41.0,635.0,22.6,18.2,4.4,19.2,15.5,,,,,,2.8027737252919755,1.6127838567197355,1.5185139398778875,,15.487804878048781,19.242424242424242,1.1903316981702914,1.2833012287035497,1.18998986857224,1.2842597854140883,0.0007867820613689728,0.0022095959595959855,True,False,True,False,True,True,True,True,True,False,True,True,True
S062,Sheet1,64,PIM-HPB-2,c1(c(c(c(c(c1c1ccccc1)c1ccc2c(c1)Oc1c(O2)c(c(c(c1CN)*)*)CN)c1ccccc1)c1ccccc1)c1cc(c(cc1)O*)O*)c1ccccc1,,,,,1.0,,,1413.0,190.0,534.0,361.0,3800.0,7.4,3.9,2.8,20.0,10.5,,,,,,3.57978359661681,2.5575072019056577,2.278753600952829,,10.526315789473685,20.0,1.021189299069938,1.3010299956639813,1.0222763947111522,1.3010299956639813,0.0025062656641604724,0.0,True,False,True,False,True,True,True,True,True,False,True,True,True
S063,Sheet1,65,PIM-HPB-2,c1(c(c(c(c(c1c1ccccc1)c1ccc2c(c1)Oc1c(O2)c(c(c(c1CN)*)*)CN)c1ccccc1)c1ccccc1)c1cc(c(cc1)O*)O*)c1ccccc1,,,,,145.0,,,1000.0,107.0,340.0,192.0,2390.0,9.3,5.2,3.2,22.3,12.4,,,,,,3.3783979009481375,2.2833012287035497,2.0293837776852097,,12.447916666666666,22.33644859813084,1.0934216851622351,1.3483048630481607,1.095096672244588,1.349014123262928,0.0038642473118278803,0.0016344662838941306,True,False,True,False,True,True,True,True,True,False,True,True,True
S064,Sheet1,66,PIM-CH3-HPB,c1(c(c(c(c(c1c1ccc(cc1)C)c1ccc2c(c1)Oc1c(O2)c(c(c(c1CN)*)*)CN)c1ccc(cc1)C)c1ccc(cc1)C)c1cc(c(cc1)O*)O*)c1ccc(cc1)C,,,,,1.0,,,1220.0,122.0,4.8,230.0,2620.0,1220.0,100.0,3.3,21.5,11.4,,,,,,3.4183012913197452,2.361727836017593,2.0863598306747484,,11.391304347826088,21.475409836065573,1.0569048513364727,1.3324384599156054,1.0565734553021526,1.3319414606449973,0.000762776506483557,0.0011437285550896191,True,False,True,False,True,True,True,True,True,False,True,True,True
S065,Sheet1,67,PIM-CH3-HPB,c1(c(c(c(c(c1c1ccc(cc1)C)c1ccc2c(c1)Oc1c(O2)c(c(c(c1CN)*)*)CN)c1ccc(cc1)C)c1ccc(cc1)C)c1cc(c(cc1)O*)O*)c1ccc(cc1)C,,,,,147.0,,,856.0,60.0,256.0,132.0,1630.0,856.0,14.3,4.3,27.2,12.3,,,,,,3.2121876044039577,2.12057393120585,1.7781512503836436,,12.348484848484848,27.166666666666668,1.089905111439398,1.4345689040341987,1.0916136731981079,1.4340363540203143,0.003941857600394067,0.0012254901960783617,True,False,True,False,True,True,True,True,True,False,True,True,True
S066,Sheet1,68,PIM-Br-HPB,c1(c(c(c(c(c1c1ccc(cc1)Br)c1ccc2c(c1)Oc1c(O2)c(c(c(c1CN)*)*)CN)c1ccc(cc1)Br)c1ccc(cc1)Br)c1cc(c(cc1)O*)O*)c1ccc(cc1)Br,,,,,1.0,,,930.0,92.0,301.0,177.0,2130.0,10.1,5.3,3.3,23.2,12.0,,,,,,3.3283796034387376,2.247973266361807,1.9637878273455553,,12.033898305084746,23.152173913043477,1.0791812460476249,1.3654879848908996,1.080406337076931,1.3645917760931825,0.0028248587570621395,0.0020614692653673525,True,False,True,False,True,True,True,True,True,False,True,True,True
S067,Sheet1,69,PIM-Br-HPB,c1(c(c(c(c(c1c1ccc(cc1)Br)c1ccc2c(c1)Oc1c(O2)c(c(c(c1CN)*)*)CN)c1ccc(cc1)Br)c1ccc(cc1)Br)c1cc(c(cc1)O*)O*)c1ccc(cc1)Br,,,,,146.0,,,694.0,54.0,203.0,102.0,1430.0,12.9,6.8,3.8,26.5,14.0,,,,,,3.155336037465062,2.0086001717619175,1.7323937598229686,,14.019607843137255,26.48148148148148,1.146128035678238,1.423245873936808,1.1467358657031443,1.4229422776420932,0.0014005602240896309,0.0006988120195667565,True,False,True,False,True,True,True,True,True,False,True,True,True
S068,Sheet1,70,PIM-CN-HPB,c1(c(c(c(c(c1c1ccc(cc1)CN)c1ccc2c(c1)Oc1c(O2)c(c(c(c1CN)*)*)CN)c1ccc(cc1)CN)c1ccc(cc1)CN)c1cc(c(cc1)O*)O*)c1ccc(cc1)CN,,,,,1.0,,,1200.0,123.0,386.0,212.0,2390.0,9.8,5.7,3.1,19.4,11.3,,,,,,3.3783979009481375,2.326335860928751,2.089905111439398,,11.273584905660377,19.43089430894309,1.0530784434834197,1.287801729930226,1.0520620400193863,1.2884927895087397,0.0023376189681083353,0.0015924901517056576,True,False,True,False,True,True,True,True,True,False,True,True,True
S069,Sheet1,71,PIM-CN-HPB,c1(c(c(c(c(c1c1ccc(cc1)CN)c1ccc2c(c1)Oc1c(O2)c(c(c(c1CN)*)*)CN)c1ccc(cc1)CN)c1ccc(cc1)CN)c1cc(c(cc1)O*)O*)c1ccc(cc1)CN,,,,,146.0,,,734.0,52.0,205.0,93.0,1300.0,14.1,7.9,3.9,25.0,14.0,,,,,,3.113943352306837,1.968482948553935,1.7160033436347992,,13.978494623655914,25.0,1.146128035678238,1.3979400086720377,1.1454604037529017,1.3979400086720377,0.0015360983102918574,0.0,True,False,True,False,True,True,True,True,True,False,True,True,True
S070,Sheet1,72,PIM-PI-12,c12c(cc3c(c1)[C@@]1(c4c([C@@]3(C)CC1)cc1c(c4)C(=O)N(C1=O)c1c3c(c(cc1C)c1cc(c(c4c1cccc4)*)C)cccc3)C)C(=O)N(C2=O)*,,,,0.324,1.0,,,4230.0,369.0,1380.0,457.0,7340.0,11.5,9.3,3.7,19.9,16.1,,,,,,3.8656960599160706,2.6599162000698504,2.56702636615906,-0.48945498979338786,16.061269146608314,19.89159891598916,1.2068258760318498,1.2988530764097066,1.2057798598462204,1.2986696937570101,0.002405643067806661,0.0004221650256702708,True,True,True,False,True,True,True,True,True,True,True,True,True
S075,Sheet1,77,4MTBDA-PMDA,n1(c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)c1c(c2c(cc1C)N1CN(C2)c2cc(c(c(c2C1)C)*)C)C)*,,,,,1.0,,,3300.0,290.0,1080.0,360.0,4460.0,11.4,9.2,3.7,15.4,12.4,,,,,,3.649334858712142,2.5563025007672873,2.462397997898956,,12.38888888888889,15.379310344827585,1.0934216851622351,1.187520720836463,1.0930323579448546,1.1869368608131858,0.0008960573476702476,0.0013434841021048665,True,False,True,False,True,True,True,True,True,False,True,True,True
S076,Sheet1,78,4MTBDA-PMDA,n1(c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)c1c(c2c(cc1C)N1CN(C2)c2cc(c(c(c2C1)C)*)C)C)*,,,,,333.0,,,1531.0,990.0,394.0,114.0,1689.0,15.5,13.4,4.0,17.1,14.8,,,,,,3.227629649571009,2.0569048513364727,2.99563519459755,,14.81578947368421,1.706060606060606,1.1702617153949575,1.2329961103921538,1.1707247982345361,0.23199445497345875,0.001066856330014183,0.9002303739145844,True,False,True,False,True,True,True,True,True,False,True,True,True
S077,Sheet1,79,4MTBDA-6FDA,N1(C(=O)c2c(C1=O)cc(cc2)C(c1ccc2c(c1)C(=O)N(C2=O)c1c(c2c(cc1C)N1CN(C2)c2cc(c(c(c2C1)C)*)C)C)(C(F)(F)F)C(F)(F)F)*,,,,,1.0,,,1446.0,133.0,4.8,116.0,1672.0,10.9,12.5,3.1,12.6,14.4,,,,,,3.2232362731029975,2.0644579892269186,2.123851640967086,,14.413793103448276,12.571428571428571,1.1583624920952498,1.100370545117563,1.1587782838760792,1.0993846321359118,0.0009578544061302392,0.0022675736961451165,True,False,True,False,True,True,True,True,True,False,True,True,True
S078,Sheet1,80,4MTBDA-6FDA,N1(C(=O)c2c(C1=O)cc(cc2)C(c1ccc2c(c1)C(=O)N(C2=O)c1c(c2c(cc1C)N1CN(C2)c2cc(c(c(c2C1)C)*)C)C)(C(F)(F)F)C(F)(F)F)*,,,,,524.0,,,964.0,62.0,229.0,60.0,1008.0,60.0,16.1,3.7,16.3,16.8,,,,,,3.0034605321095067,1.7781512503836436,1.792391689498254,,16.8,16.258064516129032,1.2253092817258628,1.212187604403958,1.2253092817258628,1.2110688426112526,0.0,0.002572729071838569,True,False,True,False,True,True,True,True,True,False,True,True,True
S080,Sheet1,82,KAUST-PI-1,n1(c(=O)c2c(c1=O)cc1c(c2)oc2c(o1)cc1c(c2)[C@]2(c3c([C@@]1(c1c2cccc1)C(C)C)cc1c(c3)oc2c(o1)cc1c(c2)c(=O)n(c1=O)c1c(c(c(c(c1C)C)*)C)C)C(C)C)*,,,,,15.0,,,3983.0,107.0,627.0,105.0,2389.0,37.2,37.9,5.9,,22.8,,,,,,3.378216149749878,2.0211892990699383,2.0293837776852097,,22.752380952380953,22.327102803738317,1.3579348470004537,,1.3570268506799399,1.3488323720646682,0.00208855472013366,,True,False,True,False,True,True,True,True,False,False,True,True,True
